identifier,Source,ProteinName,GeneName
sp|P39285|MSCM_ECOLI,sp,P39285,MSCM
sp|P39286|RSGA_ECOLI,sp,P39286,RSGA
sp|P39298|YJFP_ECOLI,sp,P39298,YJFP
sp|P39300|ULAG_ECOLI,sp,P39300,ULAG
sp|P39310|YTFB_ECOLI,sp,P39310,YTFB
sp|P39315|QOR2_ECOLI,sp,P39315,QOR2
sp|P39321|TAMB_ECOLI,sp,P39321,TAMB
sp|P39334|BDCR_ECOLI,sp,P39334,BDCR
sp|P39337|YJGM_ECOLI,sp,P39337,YJGM
sp|P39342|YJGR_ECOLI,sp,P39342,YJGR
sp|P39347|INTB_ECOLI,sp,P39347,INTB
sp|P39371|NANM_ECOLI,sp,P39371,NANM
sp|P39376|YJIE_ECOLI,sp,P39376,YJIE
sp|P39377|IADA_ECOLI,sp,P39377,IADA
sp|P39379|YJIH_ECOLI,sp,P39379,YJIH
sp|P39396|BTST_ECOLI,sp,P39396,BTST
sp|P39401|OPGB_ECOLI,sp,P39401,OPGB
sp|P39406|RSMC_ECOLI,sp,P39406,RSMC
sp|P39407|YJJU_ECOLI,sp,P39407,YJJU
sp|P39408|YJJV_ECOLI,sp,P39408,YJJV
sp|P39411|NCPP_ECOLI,sp,P39411,NCPP
sp|P39451|ADHP_ECOLI,sp,P39451,ADHP
sp|P39829|GARD_ECOLI,sp,P39829,GARD
sp|P39830|YBAL_ECOLI,sp,P39830,YBAL
sp|P39831|YDFG_ECOLI,sp,P39831,YDFG
sp|P39835|GNTT_ECOLI,sp,P39835,GNTT
sp|P39836|YFEH_ECOLI,sp,P39836,YFEH
sp|P39838|RCSD_ECOLI,sp,P39838,RCSD
sp|P40120|OPGD_ECOLI,sp,P40120,OPGD
sp|P40191|PDXK_ECOLI,sp,P40191,PDXK
sp|P40710|NLPE_ECOLI,sp,P40710,NLPE
sp|P40719|QSEC_ECOLI,sp,P40719,QSEC
sp|P40874|MTOX_ECOLI,sp,P40874,MTOX
sp|P41039|YBII_ECOLI,sp,P41039,YBII
sp|P41052|MLTB_ECOLI,sp,P41052,MLTB
sp|P41407|AZOR_ECOLI,sp,P41407,AZOR
sp|P41409|RIHA_ECOLI,sp,P41409,RIHA
sp|P42588|PAT_ECOLI,sp,P42588,PAT
sp|P42596|RLMG_ECOLI,sp,P42596,RLMG
sp|P42599|YGJR_ECOLI,sp,P42599,YGJR
sp|P42604|UXAA_ECOLI,sp,P42604,UXAA
sp|P42620|YQJG_ECOLI,sp,P42620,YQJG
sp|P42624|YHAK_ECOLI,sp,P42624,YHAK
sp|P42625|YHAL_ECOLI,sp,P42625,YHAL
sp|P42626|YHAM_ECOLI,sp,P42626,YHAM
sp|P42632|TDCE_ECOLI,sp,P42632,TDCE
sp|P42641|OBG_ECOLI,sp,P42641,OBG
sp|P43329|HRPA_ECOLI,sp,P43329,HRPA
sp|P43337|NUDL_ECOLI,sp,P43337,NUDL
sp|P43341|LPXH_ECOLI,sp,P43341,LPXH
sp|P43531|YNFM_ECOLI,sp,P43531,YNFM
sp|P43671|PQIB_ECOLI,sp,P43671,PQIB
sp|P43672|UUP_ECOLI,sp,P43672,UUP
sp|P43674|YCAL_ECOLI,sp,P43674,YCAL
sp|P45395|KDSD_ECOLI,sp,P45395,KDSD
sp|P45463|TTDR_ECOLI,sp,P45463,TTDR
sp|P45464|LPOA_ECOLI,sp,P45464,LPOA
sp|P45469|YRAR_ECOLI,sp,P45469,YRAR
sp|P45475|UBIV_ECOLI,sp,P45475,UBIV
sp|P45523|FKBA_ECOLI,sp,P45523,FKBA
sp|P45524|YHET_ECOLI,sp,P45524,YHET
sp|P45527|UBIU_ECOLI,sp,P45527,UBIU
sp|P45530|TUSB_ECOLI,sp,P45530,TUSB
sp|P45531|TUSC_ECOLI,sp,P45531,TUSC
sp|P45532|TUSD_ECOLI,sp,P45532,TUSD
sp|P45537|YHFK_ECOLI,sp,P45537,YHFK
sp|P45552|YHFZ_ECOLI,sp,P45552,YHFZ
sp|P45568|DXR_ECOLI,sp,P45568,DXR
sp|P45577|PROQ_ECOLI,sp,P45577,PROQ
sp|P45578|LUXS_ECOLI,sp,P45578,LUXS
sp|P45748|TSAC_ECOLI,sp,P45748,TSAC
sp|P45753|HOFM_ECOLI,sp,P45753,HOFM
sp|P45759|GSPE_ECOLI,sp,P45759,GSPE
sp|P45799|NUDE_ECOLI,sp,P45799,NUDE
sp|P45800|IGAA_ECOLI,sp,P45800,IGAA
sp|P45804|YHGE_ECOLI,sp,P45804,YHGE
sp|P45955|CPOB_ECOLI,sp,P45955,CPOB
sp|P46118|HEXR_ECOLI,sp,P46118,HEXR
sp|P46122|YAJI_ECOLI,sp,P46122,YAJI
sp|P46125|YEDI_ECOLI,sp,P46125,YEDI
sp|P46130|YBHC_ECOLI,sp,P46130,YBHC
sp|P46139|DGCN_ECOLI,sp,P46139,DGCN
sp|P46474|YHDP_ECOLI,sp,P46474,YHDP
sp|P46837|YHGF_ECOLI,sp,P46837,YHGF
sp|P46849|RTCA_ECOLI,sp,P46849,RTCA
sp|P46850|RTCB_ECOLI,sp,P46850,RTCB
sp|P46852|YHHW_ECOLI,sp,P46852,YHHW
sp|P46853|YHHX_ECOLI,sp,P46853,YHHX
sp|P46854|AAAT_ECOLI,sp,P46854,AAAT
sp|P46859|GNTK_ECOLI,sp,P46859,GNTK
sp|P46889|FTSK_ECOLI,sp,P46889,FTSK
sp|P50456|MLC_ECOLI,sp,P50456,MLC
sp|P50465|END8_ECOLI,sp,P50465,END8
sp|P51024|YAIL_ECOLI,sp,P51024,YAIL
sp|P51025|SFGH1_ECOLI,sp,P51025,SFGH1
sp|P51981|AEEP_ECOLI,sp,P51981,AEEP
sp|P52006|NUDI_ECOLI,sp,P52006,NUDI
sp|P52007|YECM_ECOLI,sp,P52007,YECM
sp|P52060|YGGU_ECOLI,sp,P52060,YGGU
sp|P52061|IXTPA_ECOLI,sp,P52061,IXTPA
sp|P52062|HEMW_ECOLI,sp,P52062,HEMW
sp|P52074|GLCF_ECOLI,sp,P52074,GLCF
sp|P52076|QSEB_ECOLI,sp,P52076,QSEB
sp|P52095|LDCC_ECOLI,sp,P52095,LDCC
sp|P52097|TILS_ECOLI,sp,P52097,TILS
sp|P52101|GLRK_ECOLI,sp,P52101,GLRK
sp|P52108|RSTA_ECOLI,sp,P52108,RSTA
sp|P52119|RATB_ECOLI,sp,P52119,RATB
sp|P52598|YGBI_ECOLI,sp,P52598,YGBI
sp|P52643|LDHD_ECOLI,sp,P52643,LDHD
sp|P52644|HSLJ_ECOLI,sp,P52644,HSLJ
sp|P52645|YDBH_ECOLI,sp,P52645,YDBH
sp|P52647|NIFJ_ECOLI,sp,P52647,NIFJ
sp|P52697|6PGL_ECOLI,sp,P52697,6PGL
sp|P54901|CSIE_ECOLI,sp,P54901,CSIE
sp|P55135|RLMD_ECOLI,sp,P55135,RLMD
sp|P55138|YGCE_ECOLI,sp,P55138,YGCE
sp|P55734|YGAP_ECOLI,sp,P55734,YGAP
sp|P56258|WECF_ECOLI,sp,P56258,WECF
sp|P56262|DLHH_ECOLI,sp,P56262,DLHH
sp|P60061|ADIC_ECOLI,sp,P60061,ADIC
sp|P60240|RAPA_ECOLI,sp,P60240,RAPA
sp|P60293|MUKF_ECOLI,sp,P60293,MUKF
sp|P60340|TRUB_ECOLI,sp,P60340,TRUB
sp|P60390|RSMH_ECOLI,sp,P60390,RSMH
sp|P60422|RL2_ECOLI,sp,P60422,RL2
sp|P60438|RL3_ECOLI,sp,P60438,RL3
sp|P60472|UPPS_ECOLI,sp,P60472,UPPS
sp|P60546|KGUA_ECOLI,sp,P60546,KGUA
sp|P60560|GUAC_ECOLI,sp,P60560,GUAC
sp|P60584|CAIA_ECOLI,sp,P60584,CAIA
sp|P60595|HIS5_ECOLI,sp,P60595,HIS5
sp|P60624|RL24_ECOLI,sp,P60624,RL24
sp|P60651|SPEB_ECOLI,sp,P60651,SPEB
sp|P60664|HIS6_ECOLI,sp,P60664,HIS6
sp|P60716|LIPA_ECOLI,sp,P60716,LIPA
sp|P60720|LIPB_ECOLI,sp,P60720,LIPB
sp|P60723|RL4_ECOLI,sp,P60723,RL4
sp|P60752|MSBA_ECOLI,sp,P60752,MSBA
sp|P60757|HIS1_ECOLI,sp,P60757,HIS1
sp|P60782|PLSY_ECOLI,sp,P60782,PLSY
sp|P60785|LEPA_ECOLI,sp,P60785,LEPA
sp|P60869|YBJL_ECOLI,sp,P60869,YBJL
sp|P60872|YIDE_ECOLI,sp,P60872,YIDE
sp|P60906|SYH_ECOLI,sp,P60906,SYH
sp|P60955|LGT_ECOLI,sp,P60955,LGT
sp|P61175|RL22_ECOLI,sp,P61175,RL22
sp|P61316|LOLA_ECOLI,sp,P61316,LOLA
sp|P61320|LOLB_ECOLI,sp,P61320,LOLB
sp|P61517|CAN_ECOLI,sp,P61517,CAN
sp|P61714|RISB_ECOLI,sp,P61714,RISB
sp|P61887|RMLA2_ECOLI,sp,P61887,RMLA2
sp|P61889|MDH_ECOLI,sp,P61889,MDH
sp|P61949|FLAV_ECOLI,sp,P61949,FLAV
sp|P62399|RL5_ECOLI,sp,P62399,RL5
sp|P62517|OPGH_ECOLI,sp,P62517,OPGH
sp|P62601|TREF_ECOLI,sp,P62601,TREF
sp|P62615|ISPE_ECOLI,sp,P62615,ISPE
sp|P62617|ISPF_ECOLI,sp,P62617,ISPF
sp|P62620|ISPG_ECOLI,sp,P62620,ISPG
sp|P62623|ISPH_ECOLI,sp,P62623,ISPH
sp|P62672|APAG_ECOLI,sp,P62672,APAG
sp|P62707|GPMA_ECOLI,sp,P62707,GPMA
sp|P62768|YAEH_ECOLI,sp,P62768,YAEH
sp|P63020|NFUA_ECOLI,sp,P63020,NFUA
sp|P63177|RLMB_ECOLI,sp,P63177,RLMB
sp|P63183|KUP_ECOLI,sp,P63183,KUP
sp|P63201|GADW_ECOLI,sp,P63201,GADW
sp|P63204|GADE_ECOLI,sp,P63204,GADE
sp|P63224|GMHA_ECOLI,sp,P63224,GMHA
sp|P63228|GMHBB_ECOLI,sp,P63228,GMHBB
sp|P63235|GADC_ECOLI,sp,P63235,GADC
sp|P63284|CLPB_ECOLI,sp,P63284,CLPB
sp|P63340|YQEG_ECOLI,sp,P63340,YQEG
sp|P63386|MLAF_ECOLI,sp,P63386,MLAF
sp|P63389|YHES_ECOLI,sp,P63389,YHES
sp|P63417|YHBS_ECOLI,sp,P63417,YHBS
sp|P63883|AMIC_ECOLI,sp,P63883,AMIC
sp|P64423|ZNTB_ECOLI,sp,P64423,ZNTB
sp|P64426|DIGH_ECOLI,sp,P64426,DIGH
sp|P64429|YPFJ_ECOLI,sp,P64429,YPFJ
sp|P64432|YPJD_ECOLI,sp,P64432,YPJD
sp|P64439|YBJM_ECOLI,sp,P64439,YBJM
sp|P64451|YDCL_ECOLI,sp,P64451,YDCL
sp|P64455|YDCY_ECOLI,sp,P64455,YDCY
sp|P64463|YDFZ_ECOLI,sp,P64463,YDFZ
sp|P64467|CNU_ECOLI,sp,P64467,CNU
sp|P64476|YDIH_ECOLI,sp,P64476,YDIH
sp|P64479|YDIZ_ECOLI,sp,P64479,YDIZ
sp|P64483|PROXY_ECOLI,sp,P64483,PROXY
sp|P64488|YEAR_ECOLI,sp,P64488,YEAR
sp|P64490|YOAC_ECOLI,sp,P64490,YOAC
sp|P64499|YEBO_ECOLI,sp,P64499,YEBO
sp|P64503|YEBV_ECOLI,sp,P64503,YEBV
sp|P64515|YECN_ECOLI,sp,P64515,YECN
sp|P64517|YODC_ECOLI,sp,P64517,YODC
sp|P64519|YODD_ECOLI,sp,P64519,YODD
sp|P64530|RCNR_ECOLI,sp,P64530,RCNR
sp|P64534|RCNB_ECOLI,sp,P64534,RCNB
sp|P64536|YEIS_ECOLI,sp,P64536,YEIS
sp|P64540|YFCL_ECOLI,sp,P64540,YFCL
sp|P64545|YFGG_ECOLI,sp,P64545,YFGG
sp|P64554|QUEE_ECOLI,sp,P64554,QUEE
sp|P64564|YGGT_ECOLI,sp,P64564,YGGT
sp|P64581|YQJD_ECOLI,sp,P64581,YQJD
sp|P64585|YQJE_ECOLI,sp,P64585,YQJE
sp|P64588|YQJI_ECOLI,sp,P64588,YQJI
sp|P64590|YHAH_ECOLI,sp,P64590,YHAH
sp|P64596|DOLP_ECOLI,sp,P64596,DOLP
sp|P64599|UBIT_ECOLI,sp,P64599,UBIT
sp|P64602|MLAB_ECOLI,sp,P64602,MLAB
sp|P64604|MLAD_ECOLI,sp,P64604,MLAD
sp|P64606|MLAE_ECOLI,sp,P64606,MLAE
sp|P64610|YRBL_ECOLI,sp,P64610,YRBL
sp|P64612|ZAPE_ECOLI,sp,P64612,ZAPE
sp|P64616|YHCO_ECOLI,sp,P64616,YHCO
sp|P64624|YHEO_ECOLI,sp,P64624,YHEO
sp|P64636|YRFG_ECOLI,sp,P64636,YRFG
sp|P65292|YGDI_ECOLI,sp,P65292,YGDI
sp|P65294|YGDR_ECOLI,sp,P65294,YGDR
sp|P65298|YQHH_ECOLI,sp,P65298,YQHH
sp|P65367|YQCA_ECOLI,sp,P65367,YQCA
sp|P65556|YFCD_ECOLI,sp,P65556,YFCD
sp|P65807|YGEY_ECOLI,sp,P65807,YGEY
sp|P65870|QUED_ECOLI,sp,P65870,QUED
sp|P66817|DIAA_ECOLI,sp,P66817,DIAA
sp|P66948|BEPA_ECOLI,sp,P66948,BEPA
sp|P67080|PLPHP_ECOLI,sp,P67080,PLPHP
sp|P67087|RSMI_ECOLI,sp,P67087,RSMI
sp|P67095|YFCE_ECOLI,sp,P67095,YFCE
sp|P67127|YGDQ_ECOLI,sp,P67127,YGDQ
sp|P67244|YQHA_ECOLI,sp,P67244,YQHA
sp|P67430|NEMR_ECOLI,sp,P67430,NEMR
sp|P67553|YNFC_ECOLI,sp,P67553,YNFC
sp|P67601|YOBD_ECOLI,sp,P67601,YOBD
sp|P67603|AC4CH_ECOLI,sp,P67603,AC4CH
sp|P67660|YHAJ_ECOLI,sp,P67660,YHAJ
sp|P67662|AAER_ECOLI,sp,P67662,AAER
sp|P67701|HIGA_ECOLI,sp,P67701,HIGA
sp|P67826|CUTC_ECOLI,sp,P67826,CUTC
sp|P67910|HLDD_ECOLI,sp,P67910,HLDD
sp|P68066|GRCA_ECOLI,sp,P68066,GRCA
sp|P68187|MALK_ECOLI,sp,P68187,MALK
sp|P68191|SRA_ECOLI,sp,P68191,SRA
sp|P68206|YJBJ_ECOLI,sp,P68206,YJBJ
sp|P68398|TADA_ECOLI,sp,P68398,TADA
sp|P68567|RSMJ_ECOLI,sp,P68567,RSMJ
sp|P68679|RS21_ECOLI,sp,P68679,RS21
sp|P68688|GLRX1_ECOLI,sp,P68688,GLRX1
sp|P68699|ATPL_ECOLI,sp,P68699,ATPL
sp|P68739|NFI_ECOLI,sp,P68739,NFI
sp|P68767|AMPA_ECOLI,sp,P68767,AMPA
sp|P68919|RL25_ECOLI,sp,P68919,RL25
sp|P69222|IF1_ECOLI,sp,P69222,IF1
sp|P69228|BAER_ECOLI,sp,P69228,BAER
sp|P69330|CITD_ECOLI,sp,P69330,CITD
sp|P69346|YEFM_ECOLI,sp,P69346,YEFM
sp|P69380|FIEF_ECOLI,sp,P69380,FIEF
sp|P69411|RCSF_ECOLI,sp,P69411,RCSF
sp|P69423|TATC_ECOLI,sp,P69423,TATC
sp|P69425|TATB_ECOLI,sp,P69425,TATB
sp|P69428|TATA_ECOLI,sp,P69428,TATA
sp|P69441|KAD_ECOLI,sp,P69441,KAD
sp|P69451|LCFA_ECOLI,sp,P69451,LCFA
sp|P69490|CCME_ECOLI,sp,P69490,CCME
sp|P69503|APT_ECOLI,sp,P69503,APT
sp|P69506|YTFE_ECOLI,sp,P69506,YTFE
sp|P69739|MBHS_ECOLI,sp,P69739,MBHS
sp|P69741|MBHT_ECOLI,sp,P69741,MBHT
sp|P69776|LPP_ECOLI,sp,P69776,LPP
sp|P69783|PTGA_ECOLI,sp,P69783,PTGA
sp|P69786|PTGCB_ECOLI,sp,P69786,PTGCB
sp|P69791|PTQA_ECOLI,sp,P69791,PTQA
sp|P69795|PTQB_ECOLI,sp,P69795,PTQB
sp|P69797|PTNAB_ECOLI,sp,P69797,PTNAB
sp|P69801|PTNC_ECOLI,sp,P69801,PTNC
sp|P69805|PTND_ECOLI,sp,P69805,PTND
sp|P69811|PTFAH_ECOLI,sp,P69811,PTFAH
sp|P69816|PTFB2_ECOLI,sp,P69816,PTFB2
sp|P69822|ULAB_ECOLI,sp,P69822,ULAB
sp|P69829|PTSN_ECOLI,sp,P69829,PTSN
sp|P69853|DMSD_ECOLI,sp,P69853,DMSD
sp|P69874|POTA_ECOLI,sp,P69874,POTA
sp|P69908|DCEA_ECOLI,sp,P69908,DCEA
sp|P69910|DCEB_ECOLI,sp,P69910,DCEB
sp|P69913|CSRA_ECOLI,sp,P69913,CSRA
sp|P69922|FUCI_ECOLI,sp,P69922,FUCI
sp|P69924|RIR2_ECOLI,sp,P69924,RIR2
sp|P69931|HDA_ECOLI,sp,P69931,HDA
sp|P75713|ALLE_ECOLI,sp,P75713,ALLE
sp|P75726|CILA_ECOLI,sp,P75726,CILA
sp|P75728|UBIF_ECOLI,sp,P75728,UBIF
sp|P75736|YBFF_ECOLI,sp,P75736,YBFF
sp|P75745|PXPC_ECOLI,sp,P75745,PXPC
sp|P75746|PXPA_ECOLI,sp,P75746,PXPA
sp|P75747|ABRB_ECOLI,sp,P75747,ABRB
sp|P75757|ZITB_ECOLI,sp,P75757,ZITB
sp|P75767|GNGF_ECOLI,sp,P75767,GNGF
sp|P75777|YBHG_ECOLI,sp,P75777,YBHG
sp|P75782|RLMF_ECOLI,sp,P75782,RLMF
sp|P75783|YBIO_ECOLI,sp,P75783,YBIO
sp|P75792|SUPH_ECOLI,sp,P75792,SUPH
sp|P75796|GSIA_ECOLI,sp,P75796,GSIA
sp|P75797|GSIB_ECOLI,sp,P75797,GSIB
sp|P75799|GSID_ECOLI,sp,P75799,GSID
sp|P75800|PDEI_ECOLI,sp,P75800,PDEI
sp|P75801|DGCI_ECOLI,sp,P75801,DGCI
sp|P75809|YBJI_ECOLI,sp,P75809,YBJI
sp|P75811|RCDA_ECOLI,sp,P75811,RCDA
sp|P75817|RLMC_ECOLI,sp,P75817,RLMC
sp|P75818|YBJP_ECOLI,sp,P75818,YBJP
sp|P75820|AMID_ECOLI,sp,P75820,AMID
sp|P75821|YBJS_ECOLI,sp,P75821,YBJS
sp|P75822|YBJT_ECOLI,sp,P75822,YBJT
sp|P75823|LTAE_ECOLI,sp,P75823,LTAE
sp|P75824|HCR_ECOLI,sp,P75824,HCR
sp|P75825|HCP_ECOLI,sp,P75825,HCP
sp|P75828|YBJD_ECOLI,sp,P75828,YBJD
sp|P75829|YBJX_ECOLI,sp,P75829,YBJX
sp|P75830|MACA_ECOLI,sp,P75830,MACA
sp|P75831|MACB_ECOLI,sp,P75831,MACB
sp|P75838|YCAO_ECOLI,sp,P75838,YCAO
sp|P75849|GLO22_ECOLI,sp,P75849,GLO22
sp|P75863|YCBX_ECOLI,sp,P75863,YCBX
sp|P75864|RLMKL_ECOLI,sp,P75864,RLMKL
sp|P75867|LONH_ECOLI,sp,P75867,LONH
sp|P75870|YCCS_ECOLI,sp,P75870,YCCS
sp|P75874|YCCU_ECOLI,sp,P75874,YCCU
sp|P75876|RLMI_ECOLI,sp,P75876,RLMI
sp|P75882|GFCD_ECOLI,sp,P75882,GFCD
sp|P75883|GFCC_ECOLI,sp,P75883,GFCC
sp|P75884|GFCB_ECOLI,sp,P75884,GFCB
sp|P75913|GHRA_ECOLI,sp,P75913,GHRA
sp|P75914|YCDX_ECOLI,sp,P75914,YCDX
sp|P75915|YCDY_ECOLI,sp,P75915,YCDY
sp|P75916|YCDZ_ECOLI,sp,P75916,YCDZ
sp|P75931|YCEM_ECOLI,sp,P75931,YCEM
sp|P75937|FLGE_ECOLI,sp,P75937,FLGE
sp|P75946|YCFL_ECOLI,sp,P75946,YCFL
sp|P75949|NAGZ_ECOLI,sp,P75949,NAGZ
sp|P75952|COMR_ECOLI,sp,P75952,COMR
sp|P75957|LOLD_ECOLI,sp,P75957,LOLD
sp|P75958|LOLE_ECOLI,sp,P75958,LOLE
sp|P75959|NAGK_ECOLI,sp,P75959,NAGK
sp|P75960|NPD_ECOLI,sp,P75960,NPD
sp|P75966|RLUE_ECOLI,sp,P75966,RLUE
sp|P75973|YMFJ_ECOLI,sp,P75973,YMFJ
sp|P75989|BLUR_ECOLI,sp,P75989,BLUR
sp|P76002|PLIG_ECOLI,sp,P76002,PLIG
sp|P76004|YCGM_ECOLI,sp,P76004,YCGM
sp|P76007|NHAP2_ECOLI,sp,P76007,NHAP2
sp|P76008|LDCA_ECOLI,sp,P76008,LDCA
sp|P76014|DHAL_ECOLI,sp,P76014,DHAL
sp|P76015|DHAK_ECOLI,sp,P76015,DHAK
sp|P76027|OPPD_ECOLI,sp,P76027,OPPD
sp|P76034|YCIT_ECOLI,sp,P76034,YCIT
sp|P76046|YCJX_ECOLI,sp,P76046,YCJX
sp|P76049|YCJY_ECOLI,sp,P76049,YCJY
sp|P76053|SMRA_ECOLI,sp,P76053,SMRA
sp|P76055|TTCA_ECOLI,sp,P76055,TTCA
sp|P76104|RLHA_ECOLI,sp,P76104,RLHA
sp|P76108|YDCS_ECOLI,sp,P76108,YDCS
sp|P76112|MNAT_ECOLI,sp,P76112,MNAT
sp|P76116|YNCE_ECOLI,sp,P76116,YNCE
sp|P76145|TAM_ECOLI,sp,P76145,TAM
sp|P76147|DGCF_ECOLI,sp,P76147,DGCF
sp|P76148|YNEG_ECOLI,sp,P76148,YNEG
sp|P76149|SAD_ECOLI,sp,P76149,SAD
sp|P76170|YNFB_ECOLI,sp,P76170,YNFB
sp|P76176|YDGD_ECOLI,sp,P76176,YDGD
sp|P76177|YDGH_ECOLI,sp,P76177,YDGH
sp|P76180|YDGK_ECOLI,sp,P76180,YDGK
sp|P76182|RSXD_ECOLI,sp,P76182,RSXD
sp|P76185|YDHJ_ECOLI,sp,P76185,YDHJ
sp|P76187|YDHF_ECOLI,sp,P76187,YDHF
sp|P76192|YDHV_ECOLI,sp,P76192,YDHV
sp|P76193|YNHG_ECOLI,sp,P76193,YNHG
sp|P76194|SUFE_ECOLI,sp,P76194,SUFE
sp|P76204|YDIV_ECOLI,sp,P76204,YDIV
sp|P76208|YNIB_ECOLI,sp,P76208,YNIB
sp|P76220|YDJY_ECOLI,sp,P76220,YDJY
sp|P76223|YNJB_ECOLI,sp,P76223,YNJB
sp|P76237|DGCJ_ECOLI,sp,P76237,DGCJ
sp|P76243|YEAO_ECOLI,sp,P76243,YEAO
sp|P76245|DGCP_ECOLI,sp,P76245,DGCP
sp|P76249|LEUE_ECOLI,sp,P76249,LEUE
sp|P76256|TSAB_ECOLI,sp,P76256,TSAB
sp|P76257|YOAA_ECOLI,sp,P76257,YOAA
sp|P76268|KDGR_ECOLI,sp,P76268,KDGR
sp|P76270|MSRC_ECOLI,sp,P76270,MSRC
sp|P76272|YEBT_ECOLI,sp,P76272,YEBT
sp|P76273|RSMF_ECOLI,sp,P76273,RSMF
sp|P76280|YOBB_ECOLI,sp,P76280,YOBB
sp|P76290|CMOA_ECOLI,sp,P76290,CMOA
sp|P76291|CMOB_ECOLI,sp,P76291,CMOB
sp|P76298|FLHA_ECOLI,sp,P76298,FLHA
sp|P76316|DCYD_ECOLI,sp,P76316,DCYD
sp|P76339|HPRS_ECOLI,sp,P76339,HPRS
sp|P76340|HPRR_ECOLI,sp,P76340,HPRR
sp|P76341|HIUH_ECOLI,sp,P76341,HIUH
sp|P76342|MSRP_ECOLI,sp,P76342,MSRP
sp|P76346|MTFA_ECOLI,sp,P76346,MTFA
sp|P76349|YEEL_ECOLI,sp,P76349,YEEL
sp|P76389|YEGH_ECOLI,sp,P76389,YEGH
sp|P76397|MDTA_ECOLI,sp,P76397,MDTA
sp|P76398|MDTB_ECOLI,sp,P76398,MDTB
sp|P76402|YEGP_ECOLI,sp,P76402,YEGP
sp|P76403|TRHP_ECOLI,sp,P76403,TRHP
sp|P76406|YEGR_ECOLI,sp,P76406,YEGR
sp|P76440|PRET_ECOLI,sp,P76440,PRET
sp|P76445|LPXT_ECOLI,sp,P76445,LPXT
sp|P76446|PDEN_ECOLI,sp,P76446,PDEN
sp|P76491|5DNU_ECOLI,sp,P76491,5DNU
sp|P76502|SIXA_ECOLI,sp,P76502,SIXA
sp|P76506|MLAA_ECOLI,sp,P76506,MLAA
sp|P76513|YFDQ_ECOLI,sp,P76513,YFDQ
sp|P76521|YFDY_ECOLI,sp,P76521,YFDY
sp|P76535|MURQ_ECOLI,sp,P76535,MURQ
sp|P76536|YFEX_ECOLI,sp,P76536,YFEX
sp|P76537|YFEY_ECOLI,sp,P76537,YFEY
sp|P76539|YPEA_ECOLI,sp,P76539,YPEA
sp|P76558|MAO2_ECOLI,sp,P76558,MAO2
sp|P76561|YPFH_ECOLI,sp,P76561,YPFH
sp|P76569|YFGD_ECOLI,sp,P76569,YFGD
sp|P76573|YFGI_ECOLI,sp,P76573,YFGI
sp|P76576|YFGM_ECOLI,sp,P76576,YFGM
sp|P76578|A2MG_ECOLI,sp,P76578,A2MG
sp|P76585|YPHG_ECOLI,sp,P76585,YPHG
sp|P76594|LYSAC_ECOLI,sp,P76594,LYSAC
sp|P76641|GUAD_ECOLI,sp,P76641,GUAD
sp|P76658|HLDE_ECOLI,sp,P76658,HLDE
sp|P76938|EPMC_ECOLI,sp,P76938,EPMC
sp|P77148|YDHS_ECOLI,sp,P77148,YDHS
sp|P77150|PDXY_ECOLI,sp,P77150,PDXY
sp|P77173|ZIPA_ECOLI,sp,P77173,ZIPA
sp|P77179|RSXE_ECOLI,sp,P77179,RSXE
sp|P77182|MNMC_ECOLI,sp,P77182,MNMC
sp|P77184|LOMR_ECOLI,sp,P77184,LOMR
sp|P77202|DSBG_ECOLI,sp,P77202,DSBG
sp|P77212|RCLA_ECOLI,sp,P77212,RCLA
sp|P77213|GCS2_ECOLI,sp,P77213,GCS2
sp|P77223|RSXB_ECOLI,sp,P77223,RSXB
sp|P77231|CITG_ECOLI,sp,P77231,CITG
sp|P77247|HXPB_ECOLI,sp,P77247,HXPB
sp|P77252|YKGE_ECOLI,sp,P77252,YKGE
sp|P77256|AKRMG_ECOLI,sp,P77256,AKRMG
sp|P77258|NEMA_ECOLI,sp,P77258,NEMA
sp|P77260|YDFI_ECOLI,sp,P77260,YDFI
sp|P77265|MDLA_ECOLI,sp,P77265,MDLA
sp|P77272|PTYBC_ECOLI,sp,P77272,PTYBC
sp|P77279|FETA_ECOLI,sp,P77279,FETA
sp|P77280|YDJJ_ECOLI,sp,P77280,YDJJ
sp|P77285|RSXG_ECOLI,sp,P77285,RSXG
sp|P77301|YBAP_ECOLI,sp,P77301,YBAP
sp|P77304|DTPA_ECOLI,sp,P77304,DTPA
sp|P77307|FETB_ECOLI,sp,P77307,FETB
sp|P77318|YDEN_ECOLI,sp,P77318,YDEN
sp|P77333|PGRR_ECOLI,sp,P77333,PGRR
sp|P77338|MSCK_ECOLI,sp,P77338,MSCK
sp|P77348|MPPA_ECOLI,sp,P77348,MPPA
sp|P77357|ABGA_ECOLI,sp,P77357,ABGA
sp|P77360|YPHC_ECOLI,sp,P77360,YPHC
sp|P77364|GLXK2_ECOLI,sp,P77364,GLXK2
sp|P77374|YNFE_ECOLI,sp,P77374,YNFE
sp|P77376|YDGJ_ECOLI,sp,P77376,YDGJ
sp|P77379|RCLR_ECOLI,sp,P77379,RCLR
sp|P77390|CITC_ECOLI,sp,P77390,CITC
sp|P77395|CNOX_ECOLI,sp,P77395,CNOX
